Date,State,Branch,Staffs,Sales,Expenses,Staff_daily,Profit,,,,,,
05/02/2015,Lagos,Branch B,16,1033935,548500,80000,405435,,,,,,
06/02/2015,Osun,Branch A,17,1226975,467647,85000,674328,,,,,,
07/02/2015,Lagos,Branch C,16,731751,443720,80000,208031,,,,,,
08/02/2015,Kwara,Branch D,15,1291173,415756,75000,800417,,,,,,
09/02/2015,Lagos,Branch B,13,742637,637625,65000,40012,,,,,,
10/02/2015,Lagos,Branch C,13,1044374,459989,65000,519385,,,,,,
11/02/2015,Kwara,Branch B,21,835021,694321,105000,35700,,,,,,
12/02/2015,Kwara,Branch A,12,754333,596015,60000,98318,,,,,,
13/02/2015,Osun,Branch B,13,711927,393265,65000,253662,,,,,,
14/02/2015,Kwara,Branch A,18,1210955,307938,90000,813017,,,,,,
15/02/2015,Osun,Branch C,17,718349,770942,85000,-137593,,,,,,
16/02/2015,Kwara,Branch C,15,1195915,409907,75000,711008,,,,,,
17/02/2015,Osun,Branch B,13,1313767,567593,65000,681174,,,,,,
18/02/2015,Kwara,Branch B,20,1355134,458214,100000,796920,,,,,,
19/02/2015,Kwara,Branch C,20,969094,532152,100000,336942,,,,,,
20/02/2015,Lagos,Branch D,20,701459,335243,100000,266216,,,,,,
21/02/2015,Kwara,Branch A,20,1398175,703591,100000,594584,,,,,,
22/02/2015,Osun,Branch A,16,1383261,483665,80000,819596,,,,,,
23/02/2015,Kwara,Branch D,13,618137,682376,65000,-129239,,,,,,
24/02/2015,Osun,Branch D,18,871605,590042,90000,191563,,,,,,
25/02/2015,Osun,Branch B,17,1013675,511729,85000,416946,,,,,,
26/02/2015,Lagos,Branch C,11,818167,482488,55000,280679,,,,,,
27/02/2015,Lagos,Branch C,21,1302304,380216,105000,817088,,,,,,
28/02/2015,Osun,Branch C,10,884231,303564,50000,530667,,,,,,
01/03/2015,Osun,Branch C,14,946660,669637,70000,207023,,,,,,
02/03/2015,Kwara,Branch D,15,618898,788922,75000,-245024,,,,,,
03/03/2015,Kwara,Branch A,12,808667,656139,60000,92528,,,,,,
04/03/2015,Kwara,Branch D,12,822171,510156,60000,252015,,,,,,
05/03/2015,Osun,Branch C,12,787473,474107,60000,253366,,,,,,
06/03/2015,Kwara,Branch D,13,823479,714177,65000,44302,,,,,,
07/03/2015,Osun,Branch A,20,893286,589852,100000,203434,,,,,,
08/03/2015,Kwara,Branch B,16,612203,716492,80000,-184289,,,,,,
09/03/2015,Lagos,Branch A,12,650781,528830,60000,61951,,,,,,
10/03/2015,Osun,Branch C,14,1278288,610662,70000,597626,,,,,,
11/03/2015,Lagos,Branch A,16,1155818,324709,80000,751109,,,,,,
12/03/2015,Kwara,Branch D,16,1220500,611740,80000,528760,,,,,,
13/03/2015,Osun,Branch B,20,955927,594271,100000,261656,,,,,,
14/03/2015,Kwara,Branch B,20,1020408,389821,100000,530587,,,,,,
15/03/2015,Osun,Branch D,15,1211139,545441,75000,590698,,,,,,
16/03/2015,Osun,Branch A,21,601298,375799,105000,120499,,,,,,
17/03/2015,Kwara,Branch D,17,1009339,755253,85000,169086,,,,,,
18/03/2015,Kwara,Branch A,12,660089,491054,60000,109035,,,,,,
19/03/2015,Osun,Branch A,13,1278903,617676,65000,596227,,,,,,
20/03/2015,Lagos,Branch C,21,1323836,675388,105000,543448,,,,,,
21/03/2015,Kwara,Branch A,14,753894,531623,70000,152271,,,,,,
22/03/2015,Kwara,Branch B,12,640539,346298,60000,234241,,,,,,
23/03/2015,Kwara,Branch A,11,965777,634531,55000,276246,,,,,,
24/03/2015,Osun,Branch D,14,1356979,634949,70000,652030,,,,,,
25/03/2015,Kwara,Branch B,17,1286470,565192,85000,636278,,,,,,
26/03/2015,Lagos,Branch D,16,1008771,687403,80000,241368,,,,,,
27/03/2015,Kwara,Branch D,11,826595,541721,55000,229874,,,,,,
28/03/2015,Kwara,Branch A,18,1377194,497530,90000,789664,,,,,,
29/03/2015,Osun,Branch C,18,658294,332365,90000,235929,,,,,,
30/03/2015,Kwara,Branch D,17,737034,515097,85000,136937,,,,,,
31/03/2015,Osun,Branch D,17,1364384,764831,85000,514553,,,,,,
01/04/2015,Kwara,Branch B,17,1123116,376240,85000,661876,,,,,,
02/04/2015,Kwara,Branch A,16,623822,571886,80000,-28064,,,,,,
03/04/2015,Kwara,Branch D,17,647403,469027,85000,93376,,,,,,
04/04/2015,Lagos,Branch A,11,846377,690229,55000,101148,,,,,,
05/04/2015,Kwara,Branch C,17,1347780,785208,85000,477572,,,,,,
06/04/2015,Lagos,Branch C,15,1306520,300923,75000,930597,,,,,,
07/04/2015,Lagos,Branch A,11,1266395,435448,55000,775947,,,,,,
08/04/2015,Osun,Branch C,13,987858,585806,65000,337052,,,,,,
09/04/2015,Kwara,Branch D,19,1296934,328075,95000,873859,,,,,,
10/04/2015,Lagos,Branch D,13,1392909,445007,65000,882902,,,,,,
11/04/2015,Kwara,Branch C,20,1149654,783864,100000,265790,,,,,,
12/04/2015,Kwara,Branch C,13,792519,677030,65000,50489,,,,,,
13/04/2015,Kwara,Branch C,13,1304001,705279,65000,533722,,,,,,
14/04/2015,Lagos,Branch D,19,1158614,549144,95000,514470,,,,,,
15/04/2015,Osun,Branch A,19,1208433,528670,95000,584763,,,,,,
16/04/2015,Osun,Branch C,17,930416,642255,85000,203161,,,,,,
17/04/2015,Osun,Branch A,14,973417,623832,70000,279585,,,,,,
18/04/2015,Lagos,Branch A,15,674123,316006,75000,283117,,,,,,
19/04/2015,Lagos,Branch A,11,1225075,769751,55000,400324,,,,,,
20/04/2015,Lagos,Branch D,15,1078564,330490,75000,673074,,,,,,
21/04/2015,Kwara,Branch C,15,674611,677580,75000,-77969,,,,,,
22/04/2015,Lagos,Branch B,15,1302162,762829,75000,464333,,,,,,
23/04/2015,Osun,Branch D,13,1338742,394565,65000,879177,,,,,,
24/04/2015,Kwara,Branch A,18,1128742,784137,90000,254605,,,,,,
25/04/2015,Kwara,Branch A,19,1015247,720165,95000,200082,,,,,,
26/04/2015,Kwara,Branch A,17,659382,506612,85000,67770,,,,,,
27/04/2015,Osun,Branch C,10,622402,609091,50000,-36689,,,,,,
28/04/2015,Osun,Branch A,13,1040288,775495,65000,199793,,,,,,
29/04/2015,Osun,Branch A,12,957886,526121,60000,371765,,,,,,
30/04/2015,Lagos,Branch D,18,1375867,372642,90000,913225,,,,,,
01/05/2015,Lagos,Branch B,21,1396466,428584,105000,862882,,,,,,
02/05/2015,Osun,Branch D,15,1109830,729539,75000,305291,,,,,,
03/05/2015,Kwara,Branch A,20,772813,436300,100000,236513,,,,,,
04/05/2015,Kwara,Branch A,13,970964,755719,65000,150245,,,,,,
05/05/2015,Lagos,Branch A,13,1264294,447805,65000,751489,,,,,,
06/05/2015,Kwara,Branch C,11,1138194,719671,55000,363523,,,,,,
07/05/2015,Kwara,Branch D,17,1031808,724639,85000,222169,,,,,,
08/05/2015,Lagos,Branch D,19,926429,539936,95000,291493,,,,,,
09/05/2015,Kwara,Branch D,18,897837,310160,90000,497677,,,,,,
10/05/2015,Osun,Branch A,13,1292876,378289,65000,849587,,,,,,
11/05/2015,Osun,Branch C,21,616340,772269,105000,-260929,,,,,,
12/05/2015,Kwara,Branch A,13,1037912,659073,65000,313839,,,,,,
13/05/2015,Lagos,Branch D,19,841076,694420,95000,51656,,,,,,
14/05/2015,Osun,Branch D,20,719853,345281,100000,274572,,,,,,
15/05/2015,Kwara,Branch A,15,611471,493305,75000,43166,,,,,,
16/05/2015,Lagos,Branch A,15,1234906,471211,75000,688695,,,,,,
17/05/2015,Osun,Branch D,14,1006123,312602,70000,623521,,,,,,
18/05/2015,Lagos,Branch C,10,600858,753587,50000,-202729,,,,,,
19/05/2015,Osun,Branch B,14,1098704,601090,70000,427614,,,,,,
20/05/2015,Osun,Branch D,16,619551,329860,80000,209691,,,,,,
21/05/2015,Lagos,Branch D,20,1178154,471296,100000,606858,,,,,,
22/05/2015,Lagos,Branch A,13,1056186,730984,65000,260202,,,,,,
23/05/2015,Kwara,Branch D,18,1203463,490624,90000,622839,,,,,,
24/05/2015,Kwara,Branch C,17,1301333,438752,85000,777581,,,,,,
25/05/2015,Osun,Branch D,12,663428,451682,60000,151746,,,,,,
26/05/2015,Kwara,Branch A,15,1137250,325016,75000,737234,,,,,,
27/05/2015,Osun,Branch D,12,1216082,484507,60000,671575,,,,,,
28/05/2015,Lagos,Branch C,13,672178,512855,65000,94323,,,,,,
29/05/2015,Osun,Branch D,16,928710,797589,80000,51121,,,,,,
30/05/2015,Lagos,Branch C,17,620076,723366,85000,-188290,,,,,,
31/05/2015,Lagos,Branch B,10,1274318,462771,50000,761547,,,,,,
01/06/2015,Kwara,Branch C,11,862543,794309,55000,13234,,,,,,
02/06/2015,Lagos,Branch A,11,771848,386755,55000,330093,,,,,,
03/06/2015,Kwara,Branch B,14,1327547,385098,70000,872449,,,,,,
04/06/2015,Osun,Branch D,10,1097115,673680,50000,373435,,,,,,
05/06/2015,Osun,Branch D,16,872532,605873,80000,186659,,,,,,
06/06/2015,Osun,Branch C,18,1198269,490977,90000,617292,,,,,,
07/06/2015,Osun,Branch A,20,964722,756471,100000,108251,,,,,,
08/06/2015,Kwara,Branch C,10,1240880,414180,50000,776700,,,,,,
09/06/2015,Lagos,Branch B,14,1205285,351201,70000,784084,,,,,,
10/06/2015,Kwara,Branch C,13,1269693,683500,65000,521193,,,,,,
11/06/2015,Lagos,Branch A,21,658710,312872,105000,240838,,,,,,
12/06/2015,Kwara,Branch D,21,1015258,529737,105000,380521,,,,,,
13/06/2015,Osun,Branch C,17,1213690,743272,85000,385418,,,,,,
14/06/2015,Lagos,Branch D,12,958209,338106,60000,560103,,,,,,
15/06/2015,Kwara,Branch D,15,815189,466133,75000,274056,,,,,,
16/06/2015,Osun,Branch D,19,696521,499579,95000,101942,,,,,,
17/06/2015,Lagos,Branch D,20,841650,616779,100000,124871,,,,,,
18/06/2015,Osun,Branch B,20,1078361,411410,100000,566951,,,,,,
19/06/2015,Lagos,Branch D,13,1317665,705882,65000,546783,,,,,,
20/06/2015,Kwara,Branch D,10,808962,356211,50000,402751,,,,,,
21/06/2015,Lagos,Branch C,16,805979,614297,80000,111682,,,,,,
22/06/2015,Osun,Branch D,18,1003822,646632,90000,267190,,,,,,
23/06/2015,Lagos,Branch B,14,1210512,330306,70000,810206,,,,,,
24/06/2015,Lagos,Branch A,11,828920,638854,55000,135066,,,,,,
25/06/2015,Kwara,Branch C,12,979857,768064,60000,151793,,,,,,
26/06/2015,Osun,Branch B,14,906826,541509,70000,295317,,,,,,
27/06/2015,Kwara,Branch A,18,1310732,763374,90000,457358,,,,,,
28/06/2015,Lagos,Branch B,10,672974,552711,50000,70263,,,,,,
29/06/2015,Kwara,Branch A,16,795236,658146,80000,57090,,,,,,
30/06/2015,Osun,Branch C,15,1214209,692637,75000,446572,,,,,,
01/01/2015,Osun,Branch C,20,1268766,710112,100000,458654,,,,,,
02/01/2015,Osun,Branch C,12,730849,688910,60000,-18061,,,,,,
03/01/2015,Lagos,Branch D,17,1063500,322589,85000,655911,,,,,,
04/01/2015,Lagos,Branch D,12,1302122,607090,60000,635032,,,,,,
05/01/2015,Lagos,Branch D,21,1384785,567927,105000,711858,,,,,,
06/01/2015,Osun,Branch C,13,857273,624594,65000,167679,,,,,,
07/01/2015,Osun,Branch A,17,831285,582908,85000,163377,,,,,,
08/01/2015,Lagos,Branch C,12,1316805,753390,60000,503415,,,,,,
09/01/2015,Osun,Branch B,21,1082887,343586,105000,634301,,,,,,
10/01/2015,Lagos,Branch D,17,1072812,389507,85000,598305,,,,,,
11/01/2015,Osun,Branch A,14,804710,528802,70000,205908,,,,,,
12/01/2015,Lagos,Branch A,13,922297,483647,65000,373650,,,,,,
13/01/2015,Kwara,Branch A,20,1138709,571344,100000,467365,,,,,,
14/01/2015,Lagos,Branch C,17,1053641,786323,85000,182318,,,,,,
15/01/2015,Osun,Branch C,18,1171445,748967,90000,332478,,,,,,
16/01/2015,Osun,Branch C,19,786409,715629,95000,-24220,,,,,,
17/01/2015,Kwara,Branch A,10,1241954,359560,50000,832394,,,,,,
18/01/2015,Osun,Branch A,18,639006,465448,90000,83558,,,,,,
19/01/2015,Kwara,Branch D,15,861694,599878,75000,186816,,,,,,
20/01/2015,Osun,Branch D,21,894660,490289,105000,299371,,,,,,
21/01/2015,Osun,Branch C,11,1119393,336584,55000,727809,,,,,,
22/01/2015,Kwara,Branch C,21,764521,531054,105000,128467,,,,,,
23/01/2015,Lagos,Branch C,13,1247281,344902,65000,837379,,,,,,
24/01/2015,Kwara,Branch C,11,1283835,704301,55000,524534,,,,,,
25/01/2015,Lagos,Branch D,20,955689,316722,100000,538967,,,,,,
26/01/2015,Lagos,Branch D,21,1361033,432824,105000,823209,,,,,,
27/01/2015,Kwara,Branch B,11,1198338,584554,55000,558784,,,,,,
28/01/2015,Kwara,Branch B,21,1244299,727870,105000,411429,,,,,,
29/01/2015,Lagos,Branch A,10,1368385,588962,50000,729423,,,,,,
30/01/2015,Kwara,Branch B,17,910260,515719,85000,309541,,,,,,
31/01/2015,Kwara,Branch B,20,716368,441108,100000,175260,,,,,,
01/02/2015,Kwara,Branch B,12,1382691,454419,60000,868272,,,,,,
02/02/2015,Lagos,Branch B,21,1133272,532493,105000,495779,,,,,,
03/02/2015,Lagos,Branch D,16,676264,415490,80000,180774,,,,,,
04/02/2015,Lagos,Branch A,21,945386,490602,105000,349784,,,,,,
05/02/2015,Osun,Branch D,16,1368320,599683,80000,688637,,,,,,
06/02/2015,Osun,Branch B,12,1337617,752164,60000,525453,,,,,,
07/02/2015,Osun,Branch B,11,1394623,385260,55000,954363,,,,,,
08/02/2015,Kwara,Branch D,18,935812,573753,90000,272059,,,,,,
09/02/2015,Kwara,Branch B,19,1023731,643992,95000,284739,,,,,,
10/02/2015,Lagos,Branch A,20,770710,529332,100000,141378,,,,,,
11/02/2015,Lagos,Branch C,16,835305,310020,80000,445285,,,,,,
12/02/2015,Lagos,Branch A,21,1152153,592634,105000,454519,,,,,,
13/02/2015,Kwara,Branch A,21,1128551,766676,105000,256875,,,,,,
14/02/2015,Kwara,Branch C,14,1202353,322360,70000,809993,,,,,,
15/02/2015,Osun,Branch B,15,1306207,472066,75000,759141,,,,,,
16/02/2015,Kwara,Branch C,20,793308,759686,100000,-66378,,,,,,
17/02/2015,Lagos,Branch D,19,1354777,692336,95000,567441,,,,,,
18/02/2015,Osun,Branch B,18,951912,491303,90000,370609,,,,,,
19/02/2015,Lagos,Branch A,18,758295,324937,90000,343358,,,,,,
20/02/2015,Osun,Branch C,16,1004140,629889,80000,294251,,,,,,
21/02/2015,Lagos,Branch D,18,1027143,329555,90000,607588,,,,,,
22/02/2015,Lagos,Branch C,19,1282132,765198,95000,421934,,,,,,
23/02/2015,Kwara,Branch C,15,1328193,573892,75000,679301,,,,,,
24/02/2015,Kwara,Branch B,20,727412,566613,100000,60799,,,,,,
25/02/2015,Kwara,Branch D,19,1082982,581494,95000,406488,,,,,,
26/02/2015,Lagos,Branch D,14,1017950,675437,70000,272513,,,,,,
27/02/2015,Kwara,Branch A,15,694985,503533,75000,116452,,,,,,
28/02/2015,Lagos,Branch D,15,1254495,602770,75000,576725,,,,,,
01/03/2015,Kwara,Branch A,14,1143196,499612,70000,573584,,,,,,
02/03/2015,Lagos,Branch A,12,977891,385448,60000,532443,,,,,,
03/03/2015,Osun,Branch A,21,1232508,617407,105000,510101,,,,,,
04/03/2015,Kwara,Branch A,21,744588,641755,105000,-2167,,,,,,
05/03/2015,Kwara,Branch D,12,1170490,345900,60000,764590,,,,,,
06/03/2015,Kwara,Branch D,14,926104,521358,70000,334746,,,,,,
07/03/2015,Osun,Branch C,10,1279872,726070,50000,503802,,,,,,
08/03/2015,Osun,Branch B,15,1025302,488832,75000,461470,,,,,,
09/03/2015,Lagos,Branch C,10,696853,410751,50000,236102,,,,,,
10/03/2015,Osun,Branch A,16,1360058,355314,80000,924744,,,,,,
11/03/2015,Kwara,Branch B,17,1236715,547020,85000,604695,,,,,,
12/03/2015,Osun,Branch B,15,856005,599906,75000,181099,,,,,,
13/03/2015,Kwara,Branch C,13,1171879,792561,65000,314318,,,,,,
14/03/2015,Lagos,Branch D,21,684761,351473,105000,228288,,,,,,
15/03/2015,Osun,Branch B,15,1031984,683832,75000,273152,,,,,,
16/03/2015,Lagos,Branch D,17,1338992,566790,85000,687202,,,,,,
17/03/2015,Kwara,Branch A,20,1217140,696358,100000,420782,,,,,,
18/03/2015,Osun,Branch B,11,1339815,595675,55000,689140,,,,,,
19/03/2015,Lagos,Branch B,11,975992,468432,55000,452560,,,,,,
20/03/2015,Kwara,Branch A,13,1329562,754801,65000,509761,,,,,,
21/03/2015,Lagos,Branch B,13,1135539,734917,65000,335622,,,,,,
22/03/2015,Kwara,Branch A,16,1208777,369032,80000,759745,,,,,,
23/03/2015,Osun,Branch C,12,1322512,417457,60000,845055,,,,,,
24/03/2015,Osun,Branch D,16,754493,300254,80000,374239,,,,,,
25/03/2015,Lagos,Branch C,19,785420,709230,95000,-18810,,,,,,
26/03/2015,Lagos,Branch D,15,1047791,567318,75000,405473,,,,,,
27/03/2015,Kwara,Branch C,14,1083324,735731,70000,277593,,,,,,
28/03/2015,Lagos,Branch B,21,919698,718523,105000,96175,,,,,,
29/03/2015,Lagos,Branch D,10,1059318,414858,50000,594460,,,,,,
30/03/2015,Kwara,Branch B,16,1392271,500700,80000,811571,,,,,,
31/03/2015,Kwara,Branch D,11,1119752,648800,55000,415952,,,,,,
01/04/2015,Osun,Branch D,13,909647,478511,65000,366136,,,,,,
02/04/2015,Kwara,Branch B,12,654927,537290,60000,57637,,,,,,
03/04/2015,Kwara,Branch A,18,785050,408579,90000,286471,,,,,,
04/04/2015,Lagos,Branch B,15,1327833,317259,75000,935574,,,,,,
05/04/2015,Kwara,Branch C,10,773201,595316,50000,127885,,,,,,
06/04/2015,Lagos,Branch A,14,1077294,549689,70000,457605,,,,,,
07/04/2015,Lagos,Branch C,20,807083,692651,100000,14432,,,,,,
08/04/2015,Kwara,Branch D,19,1258126,380196,95000,782930,,,,,,
09/04/2015,Osun,Branch A,21,616118,730839,105000,-219721,,,,,,
10/04/2015,Kwara,Branch B,13,827001,580811,65000,181190,,,,,,
11/04/2015,Osun,Branch D,21,681216,638554,105000,-62338,,,,,,
12/04/2015,Kwara,Branch C,16,915105,740346,80000,94759,,,,,,
13/04/2015,Osun,Branch D,21,1185431,680945,105000,399486,,,,,,
14/04/2015,Lagos,Branch B,15,1175258,328879,75000,771379,,,,,,
15/04/2015,Osun,Branch A,15,1154461,306508,75000,772953,,,,,,
16/04/2015,Lagos,Branch C,13,609907,301675,65000,243232,,,,,,
17/04/2015,Kwara,Branch D,15,1362113,579391,75000,707722,,,,,,
18/04/2015,Osun,Branch C,12,600400,580920,60000,-40520,,,,,,
19/04/2015,Lagos,Branch B,13,1229369,370966,65000,793403,,,,,,
20/04/2015,Lagos,Branch D,11,975359,399604,55000,520755,,,,,,
21/04/2015,Lagos,Branch B,10,622672,783399,50000,-210727,,,,,,
22/04/2015,Lagos,Branch B,17,1374344,377470,85000,911874,,,,,,
23/04/2015,Kwara,Branch D,16,1224700,326217,80000,818483,,,,,,
24/04/2015,Osun,Branch B,21,911603,593989,105000,212614,,,,,,
25/04/2015,Kwara,Branch D,16,1242701,562531,80000,600170,,,,,,
26/04/2015,Lagos,Branch B,13,1201904,317200,65000,819704,,,,,,
27/04/2015,Kwara,Branch B,13,1261893,671399,65000,525494,,,,,,
28/04/2015,Osun,Branch C,18,749255,444711,90000,214544,,,,,,
29/04/2015,Kwara,Branch A,16,976146,497506,80000,398640,,,,,,
30/04/2015,Osun,Branch A,19,987470,372154,95000,520316,,,,,,
01/05/2015,Lagos,Branch D,12,1126582,454581,60000,612001,,,,,,
02/05/2015,Osun,Branch D,10,604383,322810,50000,231573,,,,,,
03/05/2015,Kwara,Branch B,11,746010,608949,55000,82061,,,,,,
04/05/2015,Lagos,Branch D,14,813592,322967,70000,420625,,,,,,
05/05/2015,Osun,Branch A,11,836203,783077,55000,-1874,,,,,,
06/05/2015,Osun,Branch D,12,994603,607683,60000,326920,,,,,,
07/05/2015,Lagos,Branch C,14,1229311,480651,70000,678660,,,,,,
08/05/2015,Lagos,Branch C,12,912908,670245,60000,182663,,,,,,
09/05/2015,Kwara,Branch C,10,973565,313292,50000,610273,,,,,,
10/05/2015,Osun,Branch A,18,773036,746940,90000,-63904,,,,,,
11/05/2015,Osun,Branch C,12,743335,585066,60000,98269,,,,,,
12/05/2015,Lagos,Branch B,11,643180,699846,55000,-111666,,,,,,
13/05/2015,Kwara,Branch C,17,903372,409191,85000,409181,,,,,,
14/05/2015,Kwara,Branch D,19,1272625,371073,95000,806552,,,,,,
15/05/2015,Kwara,Branch C,19,1170955,328305,95000,747650,,,,,,
16/05/2015,Kwara,Branch D,11,1137962,465595,55000,617367,,,,,,
17/05/2015,Kwara,Branch C,14,762750,796811,70000,-104061,,,,,,
18/05/2015,Lagos,Branch B,18,1322920,743914,90000,489006,,,,,,
19/05/2015,Osun,Branch A,10,976395,780978,50000,145417,,,,,,
20/05/2015,Kwara,Branch A,19,1143822,675840,95000,372982,,,,,,
21/05/2015,Lagos,Branch A,19,916699,340652,95000,481047,,,,,,
22/05/2015,Osun,Branch D,19,1337955,478041,95000,764914,,,,,,
23/05/2015,Kwara,Branch A,21,758379,512838,105000,140541,,,,,,
24/05/2015,Kwara,Branch D,14,1208883,681805,70000,457078,,,,,,
25/05/2015,Osun,Branch C,15,936284,730397,75000,130887,,,,,,
26/05/2015,Osun,Branch C,19,674049,472501,95000,106548,,,,,,
27/05/2015,Osun,Branch A,14,781964,533151,70000,178813,,,,,,
28/05/2015,Osun,Branch B,15,1092836,424558,75000,593278,,,,,,
29/05/2015,Kwara,Branch D,12,898979,636375,60000,202604,,,,,,
30/05/2015,Kwara,Branch D,16,768121,334535,80000,353586,,,,,,
31/05/2015,Lagos,Branch C,16,965038,752721,80000,132317,,,,,,
01/06/2015,Kwara,Branch B,15,1103505,614863,75000,413642,,,,,,
02/06/2015,Lagos,Branch D,14,660623,609860,70000,-19237,,,,,,
03/06/2015,Lagos,Branch A,19,1395975,670340,95000,630635,,,,,,
04/06/2015,Lagos,Branch C,15,1391107,729732,75000,586375,,,,,,
05/06/2015,Osun,Branch A,13,805974,643475,65000,97499,,,,,,
06/06/2015,Kwara,Branch C,11,1146906,311227,55000,780679,,,,,,
07/06/2015,Kwara,Branch D,17,726034,648200,85000,-7166,,,,,,
08/06/2015,Lagos,Branch C,19,937409,798132,95000,44277,,,,,,
09/06/2015,Osun,Branch C,21,1211108,439308,105000,666800,,,,,,
10/06/2015,Lagos,Branch D,12,1281169,565585,60000,655584,,,,,,
11/06/2015,Osun,Branch C,14,755822,349413,70000,336409,,,,,,
12/06/2015,Osun,Branch C,13,1311232,688205,65000,558027,,,,,,
13/06/2015,Lagos,Branch A,18,1082318,680734,90000,311584,,,,,,
14/06/2015,Osun,Branch C,17,1145608,349010,85000,711598,,,,,,
15/06/2015,Lagos,Branch C,11,877913,322123,55000,500790,,,,,,
16/06/2015,Osun,Branch A,19,1025283,763094,95000,167189,,,,,,
17/06/2015,Osun,Branch A,14,1022430,762240,70000,190190,,,,,,
18/06/2015,Osun,Branch B,16,1391602,551159,80000,760443,,,,,,
19/06/2015,Kwara,Branch C,12,1079726,488628,60000,531098,,,,,,
20/06/2015,Kwara,Branch C,21,686807,408368,105000,173439,,,,,,
21/06/2015,Osun,Branch B,19,606191,497890,95000,13301,,,,,,
22/06/2015,Kwara,Branch C,16,1161690,507825,80000,573865,,,,,,
23/06/2015,Osun,Branch D,21,765892,595811,105000,65081,,,,,,
24/06/2015,Lagos,Branch B,13,911015,462222,65000,383793,,,,,,
25/06/2015,Osun,Branch A,10,636949,490417,50000,96532,,,,,,
26/06/2015,Osun,Branch B,20,736403,774182,100000,-137779,,,,,,
27/06/2015,Osun,Branch C,15,738863,565445,75000,98418,,,,,,
28/06/2015,Osun,Branch C,18,1073452,500060,90000,483392,,,,,,
29/06/2015,Osun,Branch A,19,1359512,460773,95000,803739,,,,,,
30/06/2015,Kwara,Branch B,13,718462,494995,65000,158467,,,,,,
01/01/2015,Lagos,Branch D,14,1247918,636122,70000,541796,,,,,,
02/01/2015,Kwara,Branch D,12,983104,394347,60000,528757,,,,,,
03/01/2015,Kwara,Branch B,14,948451,360091,70000,518360,,,,,,
04/01/2015,Kwara,Branch D,17,796360,599103,85000,112257,,,,,,
05/01/2015,Osun,Branch D,21,773765,488482,105000,180283,,,,,,
06/01/2015,Osun,Branch B,14,797390,397389,70000,330001,,,,,,
07/01/2015,Lagos,Branch C,12,1370458,669016,60000,641442,,,,,,
08/01/2015,Osun,Branch D,20,609181,648513,100000,-139332,,,,,,
09/01/2015,Lagos,Branch C,12,1021382,444109,60000,517273,,,,,,
10/01/2015,Lagos,Branch D,12,689860,339763,60000,290097,,,,,,
11/01/2015,Osun,Branch D,17,819363,380797,85000,353566,,,,,,
12/01/2015,Kwara,Branch C,18,972378,582474,90000,299904,,,,,,
13/01/2015,Kwara,Branch D,21,917212,527049,105000,285163,,,,,,
14/01/2015,Osun,Branch C,17,1180590,583219,85000,512371,,,,,,
15/01/2015,Kwara,Branch D,12,1293356,686644,60000,546712,,,,,,
16/01/2015,Kwara,Branch A,10,617288,562110,50000,5178,,,,,,
17/01/2015,Lagos,Branch A,21,678581,537847,105000,35734,,,,,,
18/01/2015,Lagos,Branch D,10,1121737,756070,50000,315667,,,,,,
19/01/2015,Lagos,Branch A,21,1347059,344320,105000,897739,,,,,,
20/01/2015,Lagos,Branch D,16,632885,605158,80000,-52273,,,,,,
21/01/2015,Osun,Branch C,20,803404,405811,100000,297593,,,,,,
22/01/2015,Osun,Branch A,17,1271239,577899,85000,608340,,,,,,
23/01/2015,Lagos,Branch A,16,1057942,536979,80000,440963,,,,,,
24/01/2015,Kwara,Branch C,10,926297,789926,50000,86371,,,,,,
25/01/2015,Lagos,Branch C,20,1032577,638095,100000,294482,,,,,,
26/01/2015,Lagos,Branch C,14,904316,570816,70000,263500,,,,,,
27/01/2015,Lagos,Branch B,14,726854,382489,70000,274365,,,,,,
28/01/2015,Lagos,Branch B,20,798534,435742,100000,262792,,,,,,
29/01/2015,Kwara,Branch A,20,831404,771965,100000,-40561,,,,,,
30/01/2015,Lagos,Branch D,20,777186,699662,100000,-22476,,,,,,
31/01/2015,Osun,Branch B,15,1213520,371125,75000,767395,,,,,,
01/02/2015,Kwara,Branch B,10,1388364,576417,50000,761947,,,,,,
02/02/2015,Osun,Branch A,11,607629,668200,55000,-115571,,,,,,
03/02/2015,Osun,Branch A,17,1215031,358757,85000,771274,,,,,,
04/02/2015,Lagos,Branch B,14,673900,592197,70000,11703,,,,,,
05/02/2015,Lagos,Branch C,19,1112578,432997,95000,584581,,,,,,
06/02/2015,Kwara,Branch A,20,619954,699344,100000,-179390,,,,,,
07/02/2015,Osun,Branch D,20,706200,513766,100000,92434,,,,,,
08/02/2015,Lagos,Branch C,16,940585,685550,80000,175035,,,,,,
09/02/2015,Kwara,Branch A,14,1247919,670240,70000,507679,,,,,,
10/02/2015,Kwara,Branch B,16,943483,541712,80000,321771,,,,,,
11/02/2015,Kwara,Branch C,13,1256370,532467,65000,658903,,,,,,
12/02/2015,Osun,Branch C,11,1108654,487428,55000,566226,,,,,,
13/02/2015,Osun,Branch C,15,1318403,708048,75000,535355,,,,,,
14/02/2015,Osun,Branch A,15,812606,381104,75000,356502,,,,,,
15/02/2015,Lagos,Branch D,13,822267,413201,65000,344066,,,,,,
16/02/2015,Osun,Branch D,15,848954,710934,75000,63020,,,,,,
